date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:58:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2006:28:33%20GMT	https://jasmyjapan.com/robots.txt		(from )
11:58:34	235892/235892	---M--	200	added ('OK')	text/html	etag:%22a1e336149bbda1:0%22	https://jasmyjapan.com/	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/index.html	(from )
11:58:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2006:28:35%20GMT	https://jasmyjapan.com/Website_logo/logo.png	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/Website_logo/logo.0.delayed	(from https://jasmyjapan.com/)
11:58:36	21237/21237	---M--	200	added ('OK')	text/css	etag:%22084a7b19c77da1:0%22	https://jasmyjapan.com/Huiyui76jhjk4d/assets/sweet-alert/sweetalert.css	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/Huiyui76jhjk4d/assets/sweet-alert/sweetalert.css	(from https://jasmyjapan.com/)
11:58:37	4397/4397	---M--	200	added ('OK')	text/css	etag:%22015e98a81da1:0%22	https://jasmyjapan.com/lang-src-inner/css/language-style.css	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/lang-src-inner/css/language-style.css	(from https://jasmyjapan.com/)
11:58:39	110147/110147	---M--	200	added ('OK')	text/css	etag:%2204693bd9c77da1:0%22	https://jasmyjapan.com/wp-includes/css/dist/block-library/style.min.css?ver=6.4.3	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-includes/css/dist/block-library/style.min84fc.css	(from https://jasmyjapan.com/)
11:58:39	626572/626572	---M--	200	added ('OK')	image/png	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/uploads/2022/11/slider-cointech-9.png	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/uploads/2022/11/slider-cointech-9.png	(from https://jasmyjapan.com/)
11:58:39	2731/2731	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/plugins/contact-form-7/includes/css/styles40df.css	(from https://jasmyjapan.com/)
11:58:40	3719/3719	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/plugins/cryptowp/assets/css/cryptowp.css?ver=22111322	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/plugins/cryptowp/assets/css/cryptowpdfef.css	(from https://jasmyjapan.com/)
11:58:41	783/783	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/plugins/video-popup/css/vp-close-icon/close-button-icon.css?ver=1709879424	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/plugins/video-popup/css/vp-close-icon/close-button-iconfd90.css	(from https://jasmyjapan.com/)
11:58:42	3402/3402	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/plugins/video-popup/css/YouTubePopUp.css?ver=1709879424	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/plugins/video-popup/css/YouTubePopUpfd90.css	(from https://jasmyjapan.com/)
11:58:43	7641/7641	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/icon-font.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/icon-font68b3.css	(from https://jasmyjapan.com/)
11:58:44	14125/14125	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/fancybox.min.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/fancybox.min68b3.css	(from https://jasmyjapan.com/)
11:58:45	502094/502094	---M--	200	added ('OK')	text/css	etag:%22cb32c1fb48bbda1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/style.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/style68b3.css	(from https://jasmyjapan.com/)
11:58:45	19005/19005	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/swiper.min.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/swiper.min68b3.css	(from https://jasmyjapan.com/)
11:58:46	218374/218374	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/bootstrap.min.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/bootstrap.min68b3.css	(from https://jasmyjapan.com/)
11:58:47	2928/2928	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/odometer.min.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/odometer.min68b3.css	(from https://jasmyjapan.com/)
11:58:47	12729/12729	---M--	200	added ('OK')	text/css	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/css/flaticon.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/css/flaticon68b3.css	(from https://jasmyjapan.com/)
11:58:48	1569/1569	---M--	200	added ('OK')	text/css	etag:%220df36492379da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/custom.css?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/custom68b3.css	(from https://jasmyjapan.com/)
11:58:49	97162/97162	---M--	200	added ('OK')	application/javascript	etag:%2203b28a29c77da1:0%22	https://jasmyjapan.com/wp-content/themes/cointech/js/jquery.min.js?ver=1	C:/My%20Web%20Sites/J%20J/jasmyjapan.com/wp-content/themes/cointech/js/jquery.min68b3.js	(from https://jasmyjapan.com/)
